date;heure;McTavish;Bellevue;Assomption;Trudeau;St-Hubert
2013-01-22;5;0;0;0;0;-99999
2013-01-22;6;0;0;0;0;-99999
2013-01-22;7;0;0;0;0;-99999
2013-01-22;8;0;0;0;0;-99999
2013-01-22;9;0;0;0;0;-99999
2013-01-22;10;0;0;0;0;-99999
2013-01-22;11;0;0;0;0;-99999
2013-01-22;12;0;0;0;0;-99999
2013-01-22;13;0;0;0;0;-99999
2013-01-22;14;0;0;0;0;-99999
2013-01-22;15;0;0;0;0;-99999
2013-01-22;16;0;0;0;0;-99999
2013-01-22;17;0;0;0;0;-99999
2013-01-22;18;0;0;0;0;-99999
2013-01-22;19;0;0;0;0;-99999
2013-01-22;20;0;0;0;0;-99999
2013-01-22;21;0;0;0;0;-99999
2013-01-22;22;0;0;0;0;-99999
2013-01-22;23;0;0;0;0;-99999
2013-01-23;0;0;0;0;0;-99999
2013-01-23;1;0;0;0;0;-99999
2013-01-23;2;0;0;0;0;-99999
2013-01-23;3;0;0;0;0;-99999
2013-01-23;4;0;0;0;0;-99999
2013-01-23;5;0;0;0;0;-99999
2013-01-23;6;0;0;0;0;-99999
2013-01-23;7;0;0;0;0;-99999
2013-01-23;8;0;0;0;0;-99999
2013-01-23;9;0;0;0;0;-99999
2013-01-23;10;0;0;0;0;-99999
2013-01-23;11;0;0;0;-99999;-99999
2013-01-23;12;0;0;0;0;-99999
2013-01-23;13;0;0;0;0;-99999
2013-01-23;14;0;0;0;0;-99999
2013-01-23;15;0;0;0;0;-99999
2013-01-23;16;0;0;0;0;-99999
2013-01-23;17;0;0;0;0;-99999
2013-01-23;18;0;0;0;0;-99999
2013-01-23;19;0;0;0;0;-99999
2013-01-23;20;0;0;0;0;-99999
2013-01-23;21;0;0;0;0;-99999
2013-01-23;22;0;0;0;0;-99999
2013-01-23;23;0;0;0;0;-99999
2013-01-24;0;0;0;0;0;-99999
2013-01-24;1;0;0;0;0;-99999
2013-01-24;2;0;0;0;0;-99999
2013-01-24;3;0;0;0;0;-99999
2013-01-24;4;0;0;0;0;-99999
2013-01-24;5;0;0;0;0;-99999
2013-01-24;6;0;0;0;0;-99999
2013-01-24;7;0;0;0;0;-99999
2013-01-24;8;0;0;0;0;-99999
2013-01-24;9;0;0;0;0;-99999
2013-01-24;10;0;0;0;0;-99999
2013-01-24;11;0;0;0;0;-99999
2013-01-24;12;0;0;0;0;-99999
2013-01-24;13;0;0;0;0;-99999
2013-01-24;14;0;0;0;0;-99999
2013-01-24;15;0;0;0;0;-99999
2013-01-24;16;0;0;0;0;-99999
2013-01-24;17;0;0;0;0;-99999
2013-01-24;18;0;0;0;0;-99999
2013-01-24;19;0;0;0;0;-99999
2013-01-24;20;0;0;0;0;-99999
2013-01-24;21;0;0;0;0;-99999
2013-01-24;22;0;0;0;0;-99999
2013-01-24;23;0;0;0;0;-99999
2013-01-25;0;0;0;0;0;-99999
2013-01-25;1;0;0;0;0;-99999
2013-01-25;2;0;0;0;0;-99999
2013-01-25;3;0;0;0;0;-99999
2013-01-25;4;0;0;0;0;-99999
2013-01-25;5;0;0;0;0;-99999
2013-01-25;6;0;0;0;0;-99999
2013-01-25;7;0;0;0;0;-99999
2013-01-25;8;0;0;0;0;-99999
2013-01-25;9;0;0;0;0;-99999
2013-01-25;10;0;0;0;0;-99999
2013-01-25;11;0;0;0;0;-99999
2013-01-25;12;0;0;0;0;-99999
2013-01-25;13;0;0;0;0;-99999
2013-01-25;14;0;0;0;0;-99999
2013-01-25;15;0;0;0;0;-99999
2013-01-25;16;0;0;0;0;-99999
2013-01-25;17;0;0;0;0;-99999
2013-01-25;18;0;0;0;0;-99999
2013-01-25;19;0;0;0;0;-99999
2013-01-25;20;0;0;0;0;-99999
2013-01-25;21;0;0;0;0;-99999
2013-01-25;22;0;0;0;0;-99999
2013-01-25;23;0;0;0;0;-99999
2013-01-26;0;0;0;0;0;-99999
2013-01-26;1;0;0;0;0;-99999
2013-01-26;2;0;0;0;0;-99999
2013-01-26;3;0;0;0;0;-99999
2013-01-26;4;0;0;0;0;-99999
2013-01-26;5;0;0;0;0;-99999
2013-01-26;6;0;0;0;0;-99999
2013-01-26;7;0;0;0;0;-99999
2013-01-26;8;0;0;0;0;-99999
2013-01-26;9;0;0;0;0;-99999
2013-01-26;10;0;0;0;0;-99999
2013-01-26;11;0;0;0;0;-99999
2013-01-26;12;0;0;0;0;-99999
2013-01-26;13;0;0;0;0;-99999
2013-01-26;14;0;0;0;0;-99999
2013-01-26;15;0;0;0;0;-99999
2013-01-26;16;0;0;0;0;-99999
2013-01-26;17;0;0;0;0;-99999
2013-01-26;18;0;0;0;0;-99999
2013-01-26;19;0;0;0;0;-99999
2013-01-26;20;0;0;0;0;-99999
2013-01-26;21;0;0;0;0;-99999
2013-01-26;22;0;0;0;0;-99999
2013-01-26;23;0;0;0;0;-99999
2013-01-27;0;0;0;0;0;-99999
2013-01-27;1;0;0;0;0;-99999
2013-01-27;2;0;0;0;0;-99999
2013-01-27;3;0;0;0;0;-99999
2013-01-27;4;0;0;0;0;-99999
2013-01-27;5;0;0;0;0;-99999
2013-01-27;6;0;0;0;0;-99999
2013-01-27;7;0;0;0;0;-99999
2013-01-27;8;0;0;0;0;-99999
2013-01-27;9;0;0;0;0;-99999
2013-01-27;10;0;0;0;0;-99999
2013-01-27;11;0;0;0;0;-99999
2013-01-27;12;0;0;0;0;-99999
2013-01-27;13;0;0;0;0;-99999
2013-01-27;14;0;0;0;0;-99999
2013-01-27;15;0;0;0;0;-99999
2013-01-27;16;0;0;0;0;-99999
2013-01-27;17;0;0;0;0;-99999
2013-01-27;18;0;0;0;0;-99999
2013-01-27;19;0;0;0;0;-99999
2013-01-27;20;0;0;0;0;-99999
2013-01-27;21;0;0;0;0;-99999
2013-01-27;22;0;0;0;0;-99999
2013-01-27;23;0;0;0;0;-99999
2013-01-28;0;0;0;0;0;-99999
2013-01-28;1;0;0;0;0;-99999
2013-01-28;2;0;0;0;0;-99999
2013-01-28;3;0;0;0;0;-99999
2013-01-28;4;0;0;0;0;-99999
2013-01-28;5;0;0;0;0;-99999
2013-01-28;6;0;0;0;0;-99999
2013-01-28;7;0;0;0;0;-99999
2013-01-28;8;0;0;0;0;-99999
2013-01-28;9;0;0;0;0;-99999
2013-01-28;10;0;0;0;0;-99999
2013-01-28;11;0;0;0;0;-99999
2013-01-28;12;0;0;0;0;-99999
2013-01-28;13;0;0;0;0;-99999
2013-01-28;14;0;3;0;3;-99999
